run_id,task_id,task_rank,task_priority_score,audit_status,evidence_id,product_id,product_name,vintage_label,source_domain,source_url,source_title,source_type,ocr_gap_category,ocr_priority,capture_strategy,crop_target,ocr_expected_surface,image_map_keys,key_count,private_template_fields_to_fill,rights_review_status,publication_image_policy,recommended_next_action,done_when,candidate_only,manual_verified
pilot-photo-capture-dry-run,capture_f546b418854320,1,155,no_private_path_supplied,campbells_tomato_soup_evidence_0,campbells_tomato_soup,Campbell's Condensed Tomato Soup,earliest_verified_label,www.flickr.com,https://www.flickr.com/photos/pennstate_harrisburg_archives/29079862112/in/album-72157719415160219/,"Campbell's Tomato Soup, 1947 (Canning) - Penn State Harrisburg Flickr album",panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,campbells_tomato_soup_evidence_0;campbells_tomato_soup:campbells_tomato_soup_evidence_0;https://www.flickr.com/photos/pennstate_harrisburg_archives/29079862112/in/album-72157719415160219/,3,local_private_image_path or processed_private_image_path,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,"Open source, capture a private panel crop, then fill the private template path.","A private crop path exists, audit_status becomes ready_for_capture, then native OCR can run.",1,0
pilot-photo-capture-dry-run,capture_659f3e6deda8ee,2,155,no_private_path_supplied,campbells_tomato_soup_evidence_1,campbells_tomato_soup,Campbell's Condensed Tomato Soup,earliest_verified_label;1980s_or_earlier,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3ACampbell%27s_Condensed_Tomato_Soup%2C_1905.jpg,Wikimedia Commons Campbell's Condensed Tomato Soup 1905 file page,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,campbells_tomato_soup_evidence_1;campbells_tomato_soup:campbells_tomato_soup_evidence_1;https://commons.wikimedia.org/wiki/File%3ACampbell%27s_Condensed_Tomato_Soup%2C_1905.jpg,3,local_private_image_path or processed_private_image_path,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,"Open source, capture a private panel crop, then fill the private template path.","A private crop path exists, audit_status becomes ready_for_capture, then native OCR can run.",1,0
pilot-photo-capture-dry-run,capture_c26057fc23c742,3,155,no_private_path_supplied,campbells_tomato_soup_evidence_10,campbells_tomato_soup,Campbell's Condensed Tomato Soup,current_2020s,www.campbellsfoodservice.com,https://www.campbellsfoodservice.com/product/tomato-soup-2/?product-pdf=_,Campbell's Condensed Tomato Soup 23.2 oz family size product PDF,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,campbells_tomato_soup_evidence_10;campbells_tomato_soup:campbells_tomato_soup_evidence_10;https://www.campbellsfoodservice.com/product/tomato-soup-2/?product-pdf=_,3,local_private_image_path or processed_private_image_path,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,"Open source, capture a private panel crop, then fill the private template path.","A private crop path exists, audit_status becomes ready_for_capture, then native OCR can run.",1,0
pilot-photo-capture-dry-run,capture_b548c4fc76c641,4,155,no_private_path_supplied,campbells_tomato_soup_evidence_2,campbells_tomato_soup,Campbell's Condensed Tomato Soup,earliest_verified_label,www.flickr.com,https://www.flickr.com/photos/library_of_congress/50251904946,Campbell's tomato soup poster - Library of Congress Flickr,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,campbells_tomato_soup_evidence_2;campbells_tomato_soup:campbells_tomato_soup_evidence_2;https://www.flickr.com/photos/library_of_congress/50251904946,3,local_private_image_path or processed_private_image_path,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,"Open source, capture a private panel crop, then fill the private template path.","A private crop path exists, audit_status becomes ready_for_capture, then native OCR can run.",1,0
pilot-photo-capture-dry-run,capture_ecbd812e5839ac,5,155,no_private_path_supplied,campbells_tomato_soup_evidence_3,campbells_tomato_soup,Campbell's Condensed Tomato Soup,earliest_verified_label;1980s_or_earlier,www.loc.gov,https://www.loc.gov/pictures/item/2020736882/,Campbell's soup cans - Library of Congress,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,campbells_tomato_soup_evidence_3;campbells_tomato_soup:campbells_tomato_soup_evidence_3;https://www.loc.gov/pictures/item/2020736882/,3,local_private_image_path or processed_private_image_path,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,"Open source, capture a private panel crop, then fill the private template path.","A private crop path exists, audit_status becomes ready_for_capture, then native OCR can run.",1,0
pilot-photo-capture-dry-run,capture_06a30c4b924c21,6,155,no_private_path_supplied,campbells_tomato_soup_evidence_5,campbells_tomato_soup,Campbell's Condensed Tomato Soup,1980s_or_earlier,www.ingredientinspector.org,https://www.ingredientinspector.org/home/campbells-tomato-soup-ingredients,Ingredient Inspector Campbell's Tomato Soup ingredients article,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,campbells_tomato_soup_evidence_5;campbells_tomato_soup:campbells_tomato_soup_evidence_5;https://www.ingredientinspector.org/home/campbells-tomato-soup-ingredients,3,local_private_image_path or processed_private_image_path,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,"Open source, capture a private panel crop, then fill the private template path.","A private crop path exists, audit_status becomes ready_for_capture, then native OCR can run.",1,0
pilot-photo-capture-dry-run,capture_5d08e290e3430e,7,155,no_private_path_supplied,campbells_tomato_soup_evidence_7,campbells_tomato_soup,Campbell's Condensed Tomato Soup,current_2020s,www.campbells.com,https://www.campbells.com/products/condensed/tomato-soup/,Campbell's Condensed Tomato Soup 10.75 oz current product page,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,campbells_tomato_soup_evidence_7;campbells_tomato_soup:campbells_tomato_soup_evidence_7;https://www.campbells.com/products/condensed/tomato-soup/,3,local_private_image_path or processed_private_image_path,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,"Open source, capture a private panel crop, then fill the private template path.","A private crop path exists, audit_status becomes ready_for_capture, then native OCR can run.",1,0
pilot-photo-capture-dry-run,capture_131641428adb5b,8,155,no_private_path_supplied,campbells_tomato_soup_evidence_8,campbells_tomato_soup,Campbell's Condensed Tomato Soup,current_2020s,www.campbells.com,https://www.campbells.com/products/condensed/family-size-tomato-soup/,Campbell's Tomato Soup current product page,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,campbells_tomato_soup_evidence_8;campbells_tomato_soup:campbells_tomato_soup_evidence_8;https://www.campbells.com/products/condensed/family-size-tomato-soup/,3,local_private_image_path or processed_private_image_path,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,"Open source, capture a private panel crop, then fill the private template path.","A private crop path exists, audit_status becomes ready_for_capture, then native OCR can run.",1,0
pilot-photo-capture-dry-run,capture_42a39d6280beb9,9,155,no_private_path_supplied,campbells_tomato_soup_evidence_9,campbells_tomato_soup,Campbell's Condensed Tomato Soup,current_2020s,www.campbells.com,https://www.campbells.com/tomato-soup/,Tomato Soup - The Campbell's Company,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,campbells_tomato_soup_evidence_9;campbells_tomato_soup:campbells_tomato_soup_evidence_9;https://www.campbells.com/tomato-soup/,3,local_private_image_path or processed_private_image_path,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,"Open source, capture a private panel crop, then fill the private template path.","A private crop path exists, audit_status becomes ready_for_capture, then native OCR can run.",1,0
pilot-photo-capture-dry-run,capture_16289763884b27,10,155,no_private_path_supplied,cheerios_original_evidence_0,cheerios_original,Cheerios Original,earliest_verified_label;1980s_or_earlier,www.flickr.com,https://www.flickr.com/photos/25692985%40N07/5938738892,1984 General Mills Cheerios Cereal Boxes - Flickr,panel_crop,panel_capture_needed,high,panel_crop,"ingredient/nutrition panel crop, including serving size and net-weight if visible",ingredient_or_nutrition_panel,cheerios_original_evidence_0;cheerios_original:cheerios_original_evidence_0;https://www.flickr.com/photos/25692985%40N07/5938738892,3,local_private_image_path or processed_private_image_path,"External source; link for attribution, do not reproduce imagery without rights review.",source_link_only_no_public_image,"Open source, capture a private panel crop, then fill the private template path.","A private crop path exists, audit_status becomes ready_for_capture, then native OCR can run.",1,0
