run_id,product_id,product_name,brand,category,corpus_scope,vintage_label,version_id,evidence_id,evidence_kind,source_domain,source_url,source_title,source_owner,panel_acquisition_state,ocr_priority,ocr_gap_category,ocr_access_state,ocr_recommended_action,registry_priority,promotion_blocker,ground_truth_fields_missing,image_reference,ingredient_panel_visible,nutrition_panel_visible,net_weight_visible,capture_strategy,crop_target,ocr_expected_surface,private_image_map_keys,rights_review_status,allowed_public_output,candidate_only,manual_verified,parent_item_candidate_id,parent_capture_evidence_id,claimed_date_text,claimed_year,claimed_decade,thumbnail_url,publication_image_policy
confection-wrapper-item-panel-triage-v1,tootsie_roll,Tootsie Roll,,candy,confection_wrapper_item_candidate,1940s,cwa_item_tootsie_roll_7ed1e97a54,cwa_item_triage_tootsie_roll_69b1a8d3ec,existing_item_page_candidate,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1940s-tootsie-roll/,1940s Tootsie Roll,Candy Wrapper Archive,item_page_panel_readability_triage,high,source_page_capture_needed,direct_image_reference_ready,"Privately capture the linked source image and item page, then classify wrapper text, net weight, maker, and panel readability before OCR.",128,"Item page and wrapper photo are not ingredient proof. Ingredient claims require readable panel OCR, corrected transcription, reviewer attribution, and manual verification.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image209.jpg,,,,direct_image_reference_then_panel_triage,Use source image only as a private capture reference; crop wrapper front/back/side regions separately and OCR only if ingredient or nutrition text is readable.,package_identity_then_panel_hunt,cwa_item_triage_tootsie_roll_69b1a8d3ec;tootsie_roll:cwa_item_triage_tootsie_roll_69b1a8d3ec;https://www.candywrapperarchive.com/candy-collector/1940s-tootsie-roll/;https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image209.jpg,rights_review_needed,"source receipt, panel-readability status, hashes, OCR status; no public image reuse and no unverified ingredient claims",1,0,cwa_item_tootsie_roll_7ed1e97a54,cwa_capture_tootsie_roll_d200029915,1940s,,1940s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image209_th.jpg,source_link_only_no_public_image
confection-wrapper-item-panel-triage-v1,tootsie_roll,Tootsie Roll,,candy,confection_wrapper_item_candidate,1960s,cwa_item_tootsie_roll_b5e8a99946,cwa_item_triage_tootsie_roll_d437c83146,existing_item_page_candidate,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1960s-tootsie-roll-2/,1960s Tootsie Roll,Candy Wrapper Archive,item_page_panel_readability_triage,high,source_page_capture_needed,direct_image_reference_ready,"Privately capture the linked source image and item page, then classify wrapper text, net weight, maker, and panel readability before OCR.",128,"Item page and wrapper photo are not ingredient proof. Ingredient claims require readable panel OCR, corrected transcription, reviewer attribution, and manual verification.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image997.jpg,,,,direct_image_reference_then_panel_triage,Use source image only as a private capture reference; crop wrapper front/back/side regions separately and OCR only if ingredient or nutrition text is readable.,package_identity_then_panel_hunt,cwa_item_triage_tootsie_roll_d437c83146;tootsie_roll:cwa_item_triage_tootsie_roll_d437c83146;https://www.candywrapperarchive.com/candy-collector/1960s-tootsie-roll-2/;https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image997.jpg,rights_review_needed,"source receipt, panel-readability status, hashes, OCR status; no public image reuse and no unverified ingredient claims",1,0,cwa_item_tootsie_roll_b5e8a99946,cwa_capture_tootsie_roll_b225c9d1ee,1960s,,1960s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image997_th.jpg,source_link_only_no_public_image
confection-wrapper-item-panel-triage-v1,kit_kat_bar,Kit Kat Bar,,candy,confection_wrapper_item_candidate,1960s,cwa_item_kit_kat_bar_bd63e20e01,cwa_item_triage_kit_kat_bar_cc86c0713b,collection_item_candidate,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1960s-kit-kat/,1960s Kit Kat,Candy Wrapper Archive,item_page_panel_readability_triage,high,source_page_capture_needed,source_page_capture_needed,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",108,"Item page and wrapper photo are not ingredient proof. Ingredient claims require readable panel OCR, corrected transcription, reviewer attribution, and manual verification.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,item_page_screenshot_then_panel_triage,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",package_identity_then_panel_hunt,cwa_item_triage_kit_kat_bar_cc86c0713b;kit_kat_bar:cwa_item_triage_kit_kat_bar_cc86c0713b;https://www.candywrapperarchive.com/candy-collector/1960s-kit-kat/,rights_review_needed,"source receipt, panel-readability status, hashes, OCR status; no public image reuse and no unverified ingredient claims",1,0,cwa_item_kit_kat_bar_bd63e20e01,cwa_capture_kit_kat_bar_8d46703922,1960s,,1960s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image25_th.jpg,source_link_only_no_public_image
confection-wrapper-item-panel-triage-v1,kit_kat_bar,Kit Kat Bar,,candy,confection_wrapper_item_candidate,1970s,cwa_item_kit_kat_bar_72bb08021d,cwa_item_triage_kit_kat_bar_2a96c86c14,collection_item_candidate,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1970s-kit-kat/,1970s Kit Kat,Candy Wrapper Archive,item_page_panel_readability_triage,high,source_page_capture_needed,source_page_capture_needed,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",108,"Item page and wrapper photo are not ingredient proof. Ingredient claims require readable panel OCR, corrected transcription, reviewer attribution, and manual verification.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,item_page_screenshot_then_panel_triage,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",package_identity_then_panel_hunt,cwa_item_triage_kit_kat_bar_2a96c86c14;kit_kat_bar:cwa_item_triage_kit_kat_bar_2a96c86c14;https://www.candywrapperarchive.com/candy-collector/1970s-kit-kat/,rights_review_needed,"source receipt, panel-readability status, hashes, OCR status; no public image reuse and no unverified ingredient claims",1,0,cwa_item_kit_kat_bar_72bb08021d,cwa_capture_kit_kat_bar_8d46703922,1970s,,1970s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image29_th.jpg,source_link_only_no_public_image
confection-wrapper-item-panel-triage-v1,milky_way_bar,Milky Way Bar,,candy,confection_wrapper_item_candidate,1939,cwa_item_milky_way_bar_0c56536fd5,cwa_item_triage_milky_way_bar_5b9a6ac660,collection_item_candidate,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1939-milky-way/,1939 Milky Way,Candy Wrapper Archive,item_page_panel_readability_triage,high,source_page_capture_needed,source_page_capture_needed,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",108,"Item page and wrapper photo are not ingredient proof. Ingredient claims require readable panel OCR, corrected transcription, reviewer attribution, and manual verification.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,item_page_screenshot_then_panel_triage,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",package_identity_then_panel_hunt,cwa_item_triage_milky_way_bar_5b9a6ac660;milky_way_bar:cwa_item_triage_milky_way_bar_5b9a6ac660;https://www.candywrapperarchive.com/candy-collector/1939-milky-way/,rights_review_needed,"source receipt, panel-readability status, hashes, OCR status; no public image reuse and no unverified ingredient claims",1,0,cwa_item_milky_way_bar_0c56536fd5,cwa_capture_milky_way_bar_07951f26df,1939,1939,1930s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image403_th.jpg,source_link_only_no_public_image
confection-wrapper-item-panel-triage-v1,milky_way_bar,Milky Way Bar,,candy,confection_wrapper_item_candidate,1940s,cwa_item_milky_way_bar_096dd709da,cwa_item_triage_milky_way_bar_95738b0020,collection_item_candidate,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1940s-milky-way/,1940s Milky Way,Candy Wrapper Archive,item_page_panel_readability_triage,high,source_page_capture_needed,source_page_capture_needed,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",108,"Item page and wrapper photo are not ingredient proof. Ingredient claims require readable panel OCR, corrected transcription, reviewer attribution, and manual verification.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,item_page_screenshot_then_panel_triage,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",package_identity_then_panel_hunt,cwa_item_triage_milky_way_bar_95738b0020;milky_way_bar:cwa_item_triage_milky_way_bar_95738b0020;https://www.candywrapperarchive.com/candy-collector/1940s-milky-way/,rights_review_needed,"source receipt, panel-readability status, hashes, OCR status; no public image reuse and no unverified ingredient claims",1,0,cwa_item_milky_way_bar_096dd709da,cwa_capture_milky_way_bar_07951f26df,1940s,,1940s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image722_th.jpg,source_link_only_no_public_image
confection-wrapper-item-panel-triage-v1,snickers_bar,Snickers Bar,,candy,confection_wrapper_item_candidate,1939,cwa_item_snickers_bar_03dea8d8c5,cwa_item_triage_snickers_bar_cb2b9d2221,collection_item_candidate,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1940s-snickers/,1939 Snickers,Candy Wrapper Archive,item_page_panel_readability_triage,high,source_page_capture_needed,source_page_capture_needed,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",108,"Item page and wrapper photo are not ingredient proof. Ingredient claims require readable panel OCR, corrected transcription, reviewer attribution, and manual verification.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,item_page_screenshot_then_panel_triage,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",package_identity_then_panel_hunt,cwa_item_triage_snickers_bar_cb2b9d2221;snickers_bar:cwa_item_triage_snickers_bar_cb2b9d2221;https://www.candywrapperarchive.com/candy-collector/1940s-snickers/,rights_review_needed,"source receipt, panel-readability status, hashes, OCR status; no public image reuse and no unverified ingredient claims",1,0,cwa_item_snickers_bar_03dea8d8c5,cwa_capture_snickers_bar_93cbad5c91,1939,1939,1930s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image167_th.jpg,source_link_only_no_public_image
confection-wrapper-item-panel-triage-v1,snickers_bar,Snickers Bar,,candy,confection_wrapper_item_candidate,1940s,cwa_item_snickers_bar_55b6c9b7cd,cwa_item_triage_snickers_bar_e0fe0f670b,collection_item_candidate,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1940s-snickers-2/,1940s Snickers,Candy Wrapper Archive,item_page_panel_readability_triage,high,source_page_capture_needed,source_page_capture_needed,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",108,"Item page and wrapper photo are not ingredient proof. Ingredient claims require readable panel OCR, corrected transcription, reviewer attribution, and manual verification.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,item_page_screenshot_then_panel_triage,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",package_identity_then_panel_hunt,cwa_item_triage_snickers_bar_e0fe0f670b;snickers_bar:cwa_item_triage_snickers_bar_e0fe0f670b;https://www.candywrapperarchive.com/candy-collector/1940s-snickers-2/,rights_review_needed,"source receipt, panel-readability status, hashes, OCR status; no public image reuse and no unverified ingredient claims",1,0,cwa_item_snickers_bar_55b6c9b7cd,cwa_capture_snickers_bar_93cbad5c91,1940s,,1940s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image363_th.jpg,source_link_only_no_public_image
confection-wrapper-item-panel-triage-v1,twix_bar,Twix Bar,,candy,confection_wrapper_item_candidate,2002,cwa_item_twix_bar_bb35b83528,cwa_item_triage_twix_bar_6267499e6b,collection_item_candidate,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2002-twix/,2002 Twix,Candy Wrapper Archive,item_page_panel_readability_triage,high,source_page_capture_needed,source_page_capture_needed,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",108,"Item page and wrapper photo are not ingredient proof. Ingredient claims require readable panel OCR, corrected transcription, reviewer attribution, and manual verification.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,item_page_screenshot_then_panel_triage,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",package_identity_then_panel_hunt,cwa_item_triage_twix_bar_6267499e6b;twix_bar:cwa_item_triage_twix_bar_6267499e6b;https://www.candywrapperarchive.com/candy-collector/2002-twix/,rights_review_needed,"source receipt, panel-readability status, hashes, OCR status; no public image reuse and no unverified ingredient claims",1,0,cwa_item_twix_bar_bb35b83528,cwa_capture_twix_bar_466db4696f,2002,2002,2000s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image289_th.jpg,source_link_only_no_public_image
confection-wrapper-item-panel-triage-v1,twix_bar,Twix Bar,,candy,confection_wrapper_item_candidate,2003,cwa_item_twix_bar_e3ea9ff2f2,cwa_item_triage_twix_bar_1f274f01fe,collection_item_candidate,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2003-twix/,2003 Twix,Candy Wrapper Archive,item_page_panel_readability_triage,high,source_page_capture_needed,source_page_capture_needed,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",108,"Item page and wrapper photo are not ingredient proof. Ingredient claims require readable panel OCR, corrected transcription, reviewer attribution, and manual verification.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,item_page_screenshot_then_panel_triage,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",package_identity_then_panel_hunt,cwa_item_triage_twix_bar_1f274f01fe;twix_bar:cwa_item_triage_twix_bar_1f274f01fe;https://www.candywrapperarchive.com/candy-collector/2003-twix/,rights_review_needed,"source receipt, panel-readability status, hashes, OCR status; no public image reuse and no unverified ingredient claims",1,0,cwa_item_twix_bar_e3ea9ff2f2,cwa_capture_twix_bar_466db4696f,2003,2003,2000s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image602_th.jpg,source_link_only_no_public_image
confection-wrapper-item-panel-triage-v1,kit_kat_bar,Kit Kat Bar,,candy,confection_wrapper_item_candidate,2000,cwa_item_kit_kat_bar_81979dfd0d,cwa_item_triage_kit_kat_bar_b6403000eb,collection_item_candidate,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2000-kit-kat/,2000 Kit Kat,Candy Wrapper Archive,item_page_panel_readability_triage,high,source_page_capture_needed,source_page_capture_needed,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",100,"Item page and wrapper photo are not ingredient proof. Ingredient claims require readable panel OCR, corrected transcription, reviewer attribution, and manual verification.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,item_page_screenshot_then_panel_triage,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",package_identity_then_panel_hunt,cwa_item_triage_kit_kat_bar_b6403000eb;kit_kat_bar:cwa_item_triage_kit_kat_bar_b6403000eb;https://www.candywrapperarchive.com/candy-collector/2000-kit-kat/,rights_review_needed,"source receipt, panel-readability status, hashes, OCR status; no public image reuse and no unverified ingredient claims",1,0,cwa_item_kit_kat_bar_81979dfd0d,cwa_capture_kit_kat_bar_8d46703922,2000,2000,2000s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image412_th.jpg,source_link_only_no_public_image
confection-wrapper-item-panel-triage-v1,kit_kat_bar,Kit Kat Bar,,candy,confection_wrapper_item_candidate,2002,cwa_item_kit_kat_bar_32be8c43f3,cwa_item_triage_kit_kat_bar_048074b72f,collection_item_candidate,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2002-kit-kat/,2002 Kit Kat,Candy Wrapper Archive,item_page_panel_readability_triage,high,source_page_capture_needed,source_page_capture_needed,"Open the item page, capture a private source-page screenshot/crop, classify wrapper role and panel readability, then route only readable panels to OCR.",100,"Item page and wrapper photo are not ingredient proof. Ingredient claims require readable panel OCR, corrected transcription, reviewer attribution, and manual verification.",photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,item_page_screenshot_then_panel_triage,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",package_identity_then_panel_hunt,cwa_item_triage_kit_kat_bar_048074b72f;kit_kat_bar:cwa_item_triage_kit_kat_bar_048074b72f;https://www.candywrapperarchive.com/candy-collector/2002-kit-kat/,rights_review_needed,"source receipt, panel-readability status, hashes, OCR status; no public image reuse and no unverified ingredient claims",1,0,cwa_item_kit_kat_bar_32be8c43f3,cwa_capture_kit_kat_bar_8d46703922,2002,2002,2000s,https://www.candywrapperarchive.com/wp-content/uploads/2013/02/Image258_th.jpg,source_link_only_no_public_image
