run_id,source_packet_run_id,packet_id,packet_rank,packet_audit_status,product_id,product_name,vintage_label,version_id,source_domain,source_url,source_title,surface_count,primary_surface_count,support_surface_count,private_paths_supplied,private_paths_existing,ready_surface_count,primary_ready_count,support_ready_count,no_private_path_supplied,private_path_missing,unsupported_image_extension,ingredient_panel_audit_status,nutrition_panel_audit_status,primary_ready_for_ocr,all_surfaces_ready_for_ocr,ready_evidence_ids,blocked_evidence_ids,recommended_next_action,claim_gate,publication_image_policy,candidate_only,manual_verified
cwa-ingredient-packet-audit-v1,cwa-ingredient-priority-v1,cwa_ingredient_packet_84a4b9dcab7f9f,1,packet_paths_needed,butterfinger_bar,Butterfinger Bar,1930s,cwa_capture_round_54bf4d9d9b8d,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1930s-butterfinger-2/,1930s Butterfinger Bar source page,5,2,3,0,0,0,0,0,5,0,0,no_private_path_supplied,no_private_path_supplied,0,0,,cwa_surface_bdb8731dc7e98b;cwa_surface_b363dd0d60335c;cwa_surface_84d0eb71616be7;cwa_surface_a683962b007a91;cwa_surface_4ca2fc76512393,"Open the source page and privately crop ingredient panel first, nutrition panel second, then support text surfaces.",blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
cwa-ingredient-packet-audit-v1,cwa-ingredient-priority-v1,cwa_ingredient_packet_c1cab625704bfc,2,packet_paths_needed,butterfinger_bar,Butterfinger Bar,1936,cwa_capture_round_7f9a71c59f94,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1936-butterfinger/,1936 Butterfinger Bar source page,5,2,3,0,0,0,0,0,5,0,0,no_private_path_supplied,no_private_path_supplied,0,0,,cwa_surface_20807ca6246abf;cwa_surface_3e9fb8bd823a85;cwa_surface_b6b7bb8b5a98d5;cwa_surface_dca02008554124;cwa_surface_c1f792333d347e,"Open the source page and privately crop ingredient panel first, nutrition panel second, then support text surfaces.",blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
cwa-ingredient-packet-audit-v1,cwa-ingredient-priority-v1,cwa_ingredient_packet_72f4c60dcc3f7d,3,packet_paths_needed,butterfinger_bar,Butterfinger Bar,1950,cwa_capture_round_4a02e8a42692,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1950-butterfinger-2/,1950 Butterfinger Bar source page,5,2,3,0,0,0,0,0,5,0,0,no_private_path_supplied,no_private_path_supplied,0,0,,cwa_surface_14e84cbbae8fe9;cwa_surface_c7d30fed1ab8bd;cwa_surface_1bc8565238b2b9;cwa_surface_2bd09cde3db0fa;cwa_surface_57d3a86bc82d4e,"Open the source page and privately crop ingredient panel first, nutrition panel second, then support text surfaces.",blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
cwa-ingredient-packet-audit-v1,cwa-ingredient-priority-v1,cwa_ingredient_packet_f221e653ba688a,4,packet_paths_needed,butterfinger_bar,Butterfinger Bar,1964,cwa_capture_round_af76a4c6c608,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1964-butterfinger/,1964 Butterfinger Bar source page,5,2,3,0,0,0,0,0,5,0,0,no_private_path_supplied,no_private_path_supplied,0,0,,cwa_surface_99e8305790e753;cwa_surface_2bf81d0b93b9ab;cwa_surface_01491cd500dd8f;cwa_surface_78b2aead6a3559;cwa_surface_6844f3e0c4b28c,"Open the source page and privately crop ingredient panel first, nutrition panel second, then support text surfaces.",blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
cwa-ingredient-packet-audit-v1,cwa-ingredient-priority-v1,cwa_ingredient_packet_fd81bc6a933d6c,5,packet_paths_needed,butterfinger_bar,Butterfinger Bar,1975,cwa_capture_round_9a000e6d1375,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1975-butterfinger/,1975 Butterfinger Bar source page,5,2,3,0,0,0,0,0,5,0,0,no_private_path_supplied,no_private_path_supplied,0,0,,cwa_surface_2f942468ca250f;cwa_surface_6c45d30611861d;cwa_surface_4ed27f62edf38f;cwa_surface_2b65b5afb00c00;cwa_surface_7a9aac8ec16501,"Open the source page and privately crop ingredient panel first, nutrition panel second, then support text surfaces.",blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
cwa-ingredient-packet-audit-v1,cwa-ingredient-priority-v1,cwa_ingredient_packet_4096b6dfdd1f55,6,packet_paths_needed,butterfinger_bar,Butterfinger Bar,1980s,cwa_capture_round_add5694f379c,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1980s-butterfinger/,1980s Butterfinger Bar source page,5,2,3,0,0,0,0,0,5,0,0,no_private_path_supplied,no_private_path_supplied,0,0,,cwa_surface_11352cd6262a16;cwa_surface_f44d9b4ffe1d8a;cwa_surface_adf11598c9d764;cwa_surface_7da3def94ba7a6;cwa_surface_e16699894b4ae0,"Open the source page and privately crop ingredient panel first, nutrition panel second, then support text surfaces.",blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
cwa-ingredient-packet-audit-v1,cwa-ingredient-priority-v1,cwa_ingredient_packet_19f6380dee5d22,7,packet_paths_needed,butterfinger_bar,Butterfinger Bar,2002,cwa_capture_round_a497fbb8b330,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2002-butterfinger/,2002 Butterfinger Bar source page,5,2,3,0,0,0,0,0,5,0,0,no_private_path_supplied,no_private_path_supplied,0,0,,cwa_surface_60231b54b36cda;cwa_surface_0a1eeb650363ed;cwa_surface_6b70fedb8fe3a7;cwa_surface_be810e91c5b248;cwa_surface_4c89b0af362deb,"Open the source page and privately crop ingredient panel first, nutrition panel second, then support text surfaces.",blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
cwa-ingredient-packet-audit-v1,cwa-ingredient-priority-v1,cwa_ingredient_packet_e8520178db04a4,8,packet_paths_needed,butterfinger_bar,Butterfinger Bar,2009,cwa_capture_round_46b6a1edde5b,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2009-butterfinger/,2009 Butterfinger Bar source page,5,2,3,0,0,0,0,0,5,0,0,no_private_path_supplied,no_private_path_supplied,0,0,,cwa_surface_29f395474ef684;cwa_surface_06fb011e088d40;cwa_surface_879660c2ce85f5;cwa_surface_188f9409aaabdd;cwa_surface_cb25b81e075544,"Open the source page and privately crop ingredient panel first, nutrition panel second, then support text surfaces.",blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
cwa-ingredient-packet-audit-v1,cwa-ingredient-priority-v1,cwa_ingredient_packet_caa6d23e9fde06,9,packet_paths_needed,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,1940s,cwa_capture_round_d5aa38435ce0,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1940s-reeses-bag/,1940s Reese's Peanut Butter Cups source page,5,2,3,0,0,0,0,0,5,0,0,no_private_path_supplied,no_private_path_supplied,0,0,,cwa_surface_0dca79d6d2105f;cwa_surface_f097f2901f1c97;cwa_surface_f105a3ba86e9b5;cwa_surface_d43a2ef5594515;cwa_surface_a7654aef885218,"Open the source page and privately crop ingredient panel first, nutrition panel second, then support text surfaces.",blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
cwa-ingredient-packet-audit-v1,cwa-ingredient-priority-v1,cwa_ingredient_packet_0075af3870d743,10,packet_paths_needed,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,1970s,cwa_capture_round_cc2395496fc1,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1970s-reeses/,1970s Reese's Peanut Butter Cups source page,5,2,3,0,0,0,0,0,5,0,0,no_private_path_supplied,no_private_path_supplied,0,0,,cwa_surface_0a70aab6cdf208;cwa_surface_7ed70d0cb54be5;cwa_surface_59460eca45fc53;cwa_surface_b1c5e8c31b8ead;cwa_surface_980baa0d7e9734,"Open the source page and privately crop ingredient panel first, nutrition panel second, then support text surfaces.",blocked_until_private_readable_crop_ocr_correction_and_manual_verification,source_link_only_until_rights_review_clears_reuse,1,0
