run_id,evidence_id,product_id,product_name,vintage_label,source_domain,source_url,source_title,source_type,proof_lane,proof_lane_rank,ocr_gap_category,ocr_priority,capture_strategy,crop_target,ocr_expected_surface,image_map_keys,local_private_image_path,processed_private_image_path,panel_crop_note,rights_review_status,publication_image_policy,candidate_only,manual_verified
panel-capture-v1,cheerios_original_evidence_1,cheerios_original,Cheerios Original,Earliest bounded chapter,flickr.com,https://www.flickr.com/photos/25692985%40N07/3523833856,1985 General Mills Cheerios Cereal Box Back - Flickr,panel_source_candidate,,,panel_capture_needed,high,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,cheerios_original_evidence_1;cheerios_original:cheerios_original_evidence_1;https://www.flickr.com/photos/25692985%40N07/3523833856,,,,rights_review_needed,source_link_only_no_public_image,1,0
panel-capture-v1,coca_cola_classic_evidence_1,coca_cola_classic,Coca-Cola Classic,Earliest bounded chapter,flickr.com,https://www.flickr.com/photos/studioz7/29453244726,1960s Coca-Cola syrup label collector photo,panel_source_candidate,,,panel_capture_needed,high,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,coca_cola_classic_evidence_1;coca_cola_classic:coca_cola_classic_evidence_1;https://www.flickr.com/photos/studioz7/29453244726,,,,rights_review_needed,source_link_only_no_public_image,1,0
panel-capture-v1,flickr_oreo_1993,oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,1993 label candidate,flickr.com,https://www.flickr.com/photos/jasonliebigstuff/6823914204,Nabisco - Oreo - 6-pack cookie pack - 1993 - Flickr,panel_source_candidate,,,panel_capture_needed,high,panel_crop,"Crop the ingredient and nutrition panel together; include serving size, net weight, and manufacturer/distributor text if visible.",ingredient_or_nutrition_panel,flickr_oreo_1993;oreo_original_chocolate_sandwich_cookies:flickr_oreo_1993;https://www.flickr.com/photos/jasonliebigstuff/6823914204,,,,rights_review_needed,source_link_only_no_public_image,1,0
panel-capture-v1,campbells_tomato_soup_evidence_7,campbells_tomato_soup,Campbell's Condensed Tomato Soup,Current anchor,campbells.com,https://www.campbells.com/products/condensed/tomato-soup/,Campbell's Condensed Tomato Soup 10.75 oz current product page,panel_source_candidate,,,panel_capture_needed,high,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,campbells_tomato_soup_evidence_7;campbells_tomato_soup:campbells_tomato_soup_evidence_7;https://www.campbells.com/products/condensed/tomato-soup/,,,,rights_review_needed,source_link_only_no_public_image,1,0
panel-capture-v1,cheerios_original_evidence_8,cheerios_original,Cheerios Original,Current anchor,cheerios.com,https://www.cheerios.com/products/original-cheerios,Original Cheerios - Cheerios,panel_source_candidate,,,panel_capture_needed,high,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,cheerios_original_evidence_8;cheerios_original:cheerios_original_evidence_8;https://www.cheerios.com/products/original-cheerios,,,,rights_review_needed,source_link_only_no_public_image,1,0
panel-capture-v1,coca_cola_classic_evidence_6,coca_cola_classic,Coca-Cola Classic,Current anchor,coca-cola.com,https://www.coca-cola.com/us/en/brands/coca-cola/products/original?redirect=true,Coca-Cola Original Soda current US product page,panel_source_candidate,,,panel_capture_needed,high,panel_crop,"Crop the ingredient and nutrition panel together; include serving size, net weight, and manufacturer/distributor text if visible.",ingredient_or_nutrition_panel,coca_cola_classic_evidence_6;coca_cola_classic:coca_cola_classic_evidence_6;https://www.coca-cola.com/us/en/brands/coca-cola/products/original?redirect=true,,,,rights_review_needed,source_link_only_no_public_image,1,0
panel-capture-v1,doritos_nacho_cheese_evidence_7,doritos_nacho_cheese,Doritos Nacho Cheese,Current anchor,heb.com,https://www.heb.com/product-detail/doritos-nacho-cheese-flavored-tortilla-chips/1530760,Doritos Nacho Cheese Flavored Tortilla Chips - H-E-B,panel_source_candidate,,,panel_capture_needed,high,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,doritos_nacho_cheese_evidence_7;doritos_nacho_cheese:doritos_nacho_cheese_evidence_7;https://www.heb.com/product-detail/doritos-nacho-cheese-flavored-tortilla-chips/1530760,,,,rights_review_needed,source_link_only_no_public_image,1,0
panel-capture-v1,heinz_tomato_ketchup_evidence_6,heinz_tomato_ketchup,Heinz Tomato Ketchup,Current anchor,walmart.com,https://www.walmart.com/ip/20971263,Heinz Tomato Ketchup 14 oz bottle Walmart page,panel_source_candidate,,,panel_capture_needed,high,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,heinz_tomato_ketchup_evidence_6;heinz_tomato_ketchup:heinz_tomato_ketchup_evidence_6;https://www.walmart.com/ip/20971263,,,,rights_review_needed,source_link_only_no_public_image,1,0
panel-capture-v1,kraft_macaroni_and_cheese_original_evidence_8,kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,Current anchor,walmart.com,https://www.walmart.com/ip/1178903502,"Kraft Mac and Cheese, Original Flavor, 7.25 oz - Walmart",panel_source_candidate,,,panel_capture_needed,high,panel_crop,Crop the ingredient statement panel with enough surrounding package context to preserve SKU/date cues.,ingredient_panel,kraft_macaroni_and_cheese_original_evidence_8;kraft_macaroni_and_cheese_original:kraft_macaroni_and_cheese_original_evidence_8;https://www.walmart.com/ip/1178903502,,,,rights_review_needed,source_link_only_no_public_image,1,0
panel-capture-v1,mcdonalds_big_mac_evidence_1,mcdonalds_big_mac,McDonald's Big Mac,Earliest bounded chapter,grist.org,https://grist.org/wp-content/uploads/2010/07/nutritionfacts.pdf,McDonald's USA Nutrition Facts for Popular Menu Items PDF mirror,panel_source_candidate,,,panel_capture_needed,high,document_text_extract,"Crop the ingredient and nutrition panel together; include serving size, net weight, and manufacturer/distributor text if visible.",ingredient_or_nutrition_panel,mcdonalds_big_mac_evidence_1;mcdonalds_big_mac:mcdonalds_big_mac_evidence_1;https://grist.org/wp-content/uploads/2010/07/nutritionfacts.pdf,,,,rights_review_needed,source_link_only_no_public_image,1,0
