run_id,evidence_id,product_id,product_name,vintage_label,source_domain,source_url,source_type,ocr_gap_category,ocr_priority,capture_strategy,key_count,private_path_supplied,private_path_exists,extension_ok,audit_status,recommended_next_action,candidate_only,manual_verified
cwa-private-capture-round-1,cwa_surface_767db4d8302651,butterfinger_bar,Butterfinger Bar,1930s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1930s-butterfinger-2/,collection_item_candidate,panel_capture_needed,high,private_ingredient_panel_crop,4,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
cwa-private-capture-round-1,cwa_surface_0fa1f3fc3def18,butterfinger_bar,Butterfinger Bar,1930s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1930s-butterfinger-2/,collection_item_candidate,panel_capture_needed,high,private_nutrition_panel_crop,4,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
cwa-private-capture-round-1,cwa_surface_f1966b7ad04559,butterfinger_bar,Butterfinger Bar,1930s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1930s-butterfinger-2/,collection_item_candidate,readable_panel_photo_needed,medium,private_back_or_side_text_crop,4,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
cwa-private-capture-round-1,cwa_surface_c6609fb9e7503a,butterfinger_bar,Butterfinger Bar,1930s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1930s-butterfinger-2/,collection_item_candidate,readable_panel_photo_needed,medium,private_net_weight_crop,4,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
cwa-private-capture-round-1,cwa_surface_9fc6c5b91c315f,butterfinger_bar,Butterfinger Bar,1930s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1930s-butterfinger-2/,collection_item_candidate,readable_panel_photo_needed,medium,private_maker_or_date_crop,4,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
cwa-private-capture-round-1,cwa_surface_fbc7199f53282a,butterfinger_bar,Butterfinger Bar,1930s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1930s-butterfinger-2/,collection_item_candidate,secondary_context_only,low,private_wrapper_front_context_crop,4,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
cwa-private-capture-round-1,cwa_surface_0bbc4337dc4564,butterfinger_bar,Butterfinger Bar,1936,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1936-butterfinger/,collection_item_candidate,panel_capture_needed,high,private_ingredient_panel_crop,4,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
cwa-private-capture-round-1,cwa_surface_85b527f5d66f45,butterfinger_bar,Butterfinger Bar,1936,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1936-butterfinger/,collection_item_candidate,panel_capture_needed,high,private_nutrition_panel_crop,4,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
cwa-private-capture-round-1,cwa_surface_e8d7ac7f27dc98,butterfinger_bar,Butterfinger Bar,1936,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1936-butterfinger/,collection_item_candidate,readable_panel_photo_needed,medium,private_back_or_side_text_crop,4,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
cwa-private-capture-round-1,cwa_surface_2dda4fa260b335,butterfinger_bar,Butterfinger Bar,1936,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1936-butterfinger/,collection_item_candidate,readable_panel_photo_needed,medium,private_net_weight_crop,4,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
