run_id,evidence_id,product_id,product_name,vintage_label,source_domain,source_url,source_type,ocr_gap_category,ocr_priority,capture_strategy,key_count,private_path_supplied,private_path_exists,extension_ok,audit_status,recommended_next_action,candidate_only,manual_verified
cwa-ingredient-priority-v1,cwa_surface_bdb8731dc7e98b,butterfinger_bar,Butterfinger Bar,1930s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1930s-butterfinger-2/,collector_archive_page,panel_capture_needed,high,private_ingredient_panel_crop,4,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
cwa-ingredient-priority-v1,cwa_surface_b363dd0d60335c,butterfinger_bar,Butterfinger Bar,1930s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1930s-butterfinger-2/,collector_archive_page,panel_capture_needed,high,private_nutrition_panel_crop,4,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
cwa-ingredient-priority-v1,cwa_surface_84d0eb71616be7,butterfinger_bar,Butterfinger Bar,1930s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1930s-butterfinger-2/,collector_archive_page,readable_panel_photo_needed,medium,private_back_or_side_text_crop,4,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
cwa-ingredient-priority-v1,cwa_surface_a683962b007a91,butterfinger_bar,Butterfinger Bar,1930s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1930s-butterfinger-2/,collector_archive_page,readable_panel_photo_needed,medium,private_net_weight_crop,4,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
cwa-ingredient-priority-v1,cwa_surface_4ca2fc76512393,butterfinger_bar,Butterfinger Bar,1930s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1930s-butterfinger-2/,collector_archive_page,readable_panel_photo_needed,medium,private_maker_or_date_crop,4,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
cwa-ingredient-priority-v1,cwa_surface_20807ca6246abf,butterfinger_bar,Butterfinger Bar,1936,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1936-butterfinger/,collector_archive_page,panel_capture_needed,high,private_ingredient_panel_crop,4,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
cwa-ingredient-priority-v1,cwa_surface_3e9fb8bd823a85,butterfinger_bar,Butterfinger Bar,1936,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1936-butterfinger/,collector_archive_page,panel_capture_needed,high,private_nutrition_panel_crop,4,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
cwa-ingredient-priority-v1,cwa_surface_b6b7bb8b5a98d5,butterfinger_bar,Butterfinger Bar,1936,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1936-butterfinger/,collector_archive_page,readable_panel_photo_needed,medium,private_back_or_side_text_crop,4,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
cwa-ingredient-priority-v1,cwa_surface_dca02008554124,butterfinger_bar,Butterfinger Bar,1936,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1936-butterfinger/,collector_archive_page,readable_panel_photo_needed,medium,private_net_weight_crop,4,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
cwa-ingredient-priority-v1,cwa_surface_c1f792333d347e,butterfinger_bar,Butterfinger Bar,1936,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1936-butterfinger/,collector_archive_page,readable_panel_photo_needed,medium,private_maker_or_date_crop,4,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
cwa-ingredient-priority-v1,cwa_surface_14e84cbbae8fe9,butterfinger_bar,Butterfinger Bar,1950,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1950-butterfinger-2/,collector_archive_page,panel_capture_needed,high,private_ingredient_panel_crop,4,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
cwa-ingredient-priority-v1,cwa_surface_c7d30fed1ab8bd,butterfinger_bar,Butterfinger Bar,1950,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1950-butterfinger-2/,collector_archive_page,panel_capture_needed,high,private_nutrition_panel_crop,4,0,0,0,no_private_path_supplied,"Capture or crop the source privately, then fill local_private_image_path or processed_private_image_path.",1,0
