run_id,evidence_id,product_id,product_name,vintage_label,source_domain,source_url,source_title,source_type,proof_lane,proof_lane_rank,ocr_gap_category,ocr_priority,capture_strategy,crop_target,ocr_expected_surface,image_map_keys,local_private_image_path,processed_private_image_path,panel_crop_note,rights_review_status,publication_image_policy,candidate_only,manual_verified
public-photo-ocr-v1,subway_italian_bmt__2010s__945__1,subway_italian_bmt,Subway Italian B.M.T.,2010s bridge,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3A%22US_Product_Ingredient_Guide%22_%28April_2020%29%2C_Subway.pdf,Wikimedia Commons Subway US Product Ingredient Guide April 2020 PDF,menu_or_nutrition_document,primary_ingredient_panel,1,panel_capture_needed,high,direct_public_image_download,crop readable ingredient/nutrition/back-panel surface first,ingredient/nutrition document text if visible,subway_italian_bmt__2010s__945__1;subway_italian_bmt:subway_italian_bmt__2010s__945__1;https://commons.wikimedia.org/wiki/File%3A%22US_Product_Ingredient_Guide%22_%28April_2020%29%2C_Subway.pdf,,,,Wikimedia Commons Public domain,embed_rights_cleared,1,0
public-photo-ocr-v1,subway_italian_bmt__earliest_verified_label__945__1,subway_italian_bmt,Subway Italian B.M.T.,Earliest label hunt,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3A%22US_Product_Ingredient_Guide%22_%28April_2020%29%2C_Subway.pdf,Wikimedia Commons Subway US Product Ingredient Guide April 2020 PDF,menu_or_nutrition_document,primary_ingredient_panel,1,panel_capture_needed,high,direct_public_image_download,crop readable ingredient/nutrition/back-panel surface first,ingredient/nutrition document text if visible,subway_italian_bmt__earliest_verified_label__945__1;subway_italian_bmt:subway_italian_bmt__earliest_verified_label__945__1;https://commons.wikimedia.org/wiki/File%3A%22US_Product_Ingredient_Guide%22_%28April_2020%29%2C_Subway.pdf,,,,Wikimedia Commons Public domain,embed_rights_cleared,1,0
public-photo-ocr-v1,7up_original__earliest_verified_label__1069__4,7up_original,7UP Original,Earliest label hunt,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3AOld_7_UP_bottles.jpg,Old 7 UP bottles - Wikimedia Commons,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,7up_original__earliest_verified_label__1069__4;7up_original:7up_original__earliest_verified_label__1069__4;https://commons.wikimedia.org/wiki/File%3AOld_7_UP_bottles.jpg,,,,Wikimedia Commons CC BY 2.0 / Creative Commons Attribution 2.0,embed_rights_cleared,1,0
public-photo-ocr-v1,ball_park_franks__1980s_or_earlier__990__1,ball_park_franks,Ball Park Franks,1980s or earlier lead,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3AVintage_Ad_-780-_Baseball_Fans_Guide_to_Ball_Park_Franks_%283415970199%29.jpg,Wikimedia Commons 1976 Ball Park Franks vintage ad,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,ball_park_franks__1980s_or_earlier__990__1;ball_park_franks:ball_park_franks__1980s_or_earlier__990__1;https://commons.wikimedia.org/wiki/File%3AVintage_Ad_-780-_Baseball_Fans_Guide_to_Ball_Park_Franks_%283415970199%29.jpg,,,,Wikimedia Commons CC BY 2.0 / Creative Commons Attribution 2.0,embed_rights_cleared,1,0
public-photo-ocr-v1,ball_park_franks__2010s__984__1,ball_park_franks,Ball Park Franks,2010s bridge,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3ABall_Park_Angus_Beef_Frank_%2836163721905%29.jpg,Wikimedia Commons Ball Park Angus Beef Frank package photo,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,ball_park_franks__2010s__984__1;ball_park_franks:ball_park_franks__2010s__984__1;https://commons.wikimedia.org/wiki/File%3ABall_Park_Angus_Beef_Frank_%2836163721905%29.jpg,,,,Wikimedia Commons CC BY-SA 2.0 / Creative Commons Attribution-Share Alike 2.0,embed_rights_cleared,1,0
public-photo-ocr-v1,ball_park_franks__current_2020s__984__10,ball_park_franks,Ball Park Franks,Current SKU anchor,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3ABall_Park_Angus_Beef_Frank_%2836163721905%29.jpg,Wikimedia Commons Ball Park Angus Beef Frank package photo,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,ball_park_franks__current_2020s__984__10;ball_park_franks:ball_park_franks__current_2020s__984__10;https://commons.wikimedia.org/wiki/File%3ABall_Park_Angus_Beef_Frank_%2836163721905%29.jpg,,,,Wikimedia Commons CC BY-SA 2.0 / Creative Commons Attribution-Share Alike 2.0,embed_rights_cleared,1,0
public-photo-ocr-v1,ball_park_franks__earliest_verified_label__990__1,ball_park_franks,Ball Park Franks,Earliest label hunt,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3AVintage_Ad_-780-_Baseball_Fans_Guide_to_Ball_Park_Franks_%283415970199%29.jpg,Wikimedia Commons 1976 Ball Park Franks vintage ad,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,ball_park_franks__earliest_verified_label__990__1;ball_park_franks:ball_park_franks__earliest_verified_label__990__1;https://commons.wikimedia.org/wiki/File%3AVintage_Ad_-780-_Baseball_Fans_Guide_to_Ball_Park_Franks_%283415970199%29.jpg,,,,Wikimedia Commons CC BY 2.0 / Creative Commons Attribution 2.0,embed_rights_cleared,1,0
public-photo-ocr-v1,campbells_chicken_noodle_soup__2010s__178__1,campbells_chicken_noodle_soup,Campbell's Chicken Noodle Soup,2010s bridge,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3ACampbell%27s_Chicken_Noodle_Soup_%2816184220183%29.jpg,Campbell's Chicken Noodle Soup Can Photo - Wikimedia Commons,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,campbells_chicken_noodle_soup__2010s__178__1;campbells_chicken_noodle_soup:campbells_chicken_noodle_soup__2010s__178__1;https://commons.wikimedia.org/wiki/File%3ACampbell%27s_Chicken_Noodle_Soup_%2816184220183%29.jpg,,,,Wikimedia Commons CC BY-SA 2.0 / Creative Commons Attribution-Share Alike 2.0,embed_rights_cleared,1,0
public-photo-ocr-v1,campbells_tomato_soup_evidence_1,campbells_tomato_soup,Campbell's Condensed Tomato Soup,Earliest bounded chapter; 1980s or earlier,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3ACampbell%27s_Condensed_Tomato_Soup%2C_1905.jpg,Wikimedia Commons Campbell's Condensed Tomato Soup 1905 file page,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,campbells_tomato_soup_evidence_1;campbells_tomato_soup:campbells_tomato_soup_evidence_1;https://commons.wikimedia.org/wiki/File%3ACampbell%27s_Condensed_Tomato_Soup%2C_1905.jpg,,,,Wikimedia Commons No restrictions / No known copyright restrictions,embed_rights_cleared,1,0
public-photo-ocr-v1,coca_cola_classic_evidence_0,coca_cola_classic,Coca-Cola Classic,Earliest bounded chapter; 1980s or earlier,commons.wikimedia.org,https://commons.wikimedia.org/wiki/File%3AOld_coca_cola_cans_1952.jpg,Old Coca-Cola cans 1952 - Wikimedia Commons,licensed_package_photo,secondary_product_context,2,package_identity_review_needed,medium,direct_public_image_download,secondary context scan; crop only if OCR or reviewer sees ingredient/nutrition panel,package/front text and any visible label clues; ingredient panel not guaranteed,coca_cola_classic_evidence_0;coca_cola_classic:coca_cola_classic_evidence_0;https://commons.wikimedia.org/wiki/File%3AOld_coca_cola_cans_1952.jpg,,,,Wikimedia Commons CC BY-SA 3.0 / Creative Commons Attribution-Share Alike 3.0,embed_rights_cleared,1,0
