run_id,product_id,product_name,brand,category,corpus_scope,vintage_label,version_id,evidence_id,evidence_kind,source_domain,source_url,source_title,source_owner,panel_acquisition_state,ocr_priority,ocr_gap_category,ocr_access_state,ocr_recommended_action,registry_priority,promotion_blocker,ground_truth_fields_missing,image_reference,ingredient_panel_visible,nutrition_panel_visible,net_weight_visible,capture_strategy,crop_target,ocr_expected_surface,private_image_map_keys,rights_review_status,allowed_public_output,candidate_only,manual_verified,source_review_task_id,source_review_task_type,observed_source_rows,search_queries
confection-wrapper-capture-v1,snickers_bar,Snickers Bar,,candy,confection_wrapper_priority,1980s_or_earlier;1990s;earliest_verified_label;2000s,cwa_snickers_bar_3a5b272b95,cwa_capture_snickers_bar_93cbad5c91,collection_page_existing_lead,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/snickers/,Snickers Candy Wrapper Archive,Candy Wrapper Archive,collection_index_to_item_page_triage,high,source_page_capture_needed,source_page_capture_needed,"Open the collection page, choose item-level wrapper records by decade, then create source-attributable capture rows for those item pages.",156,"Wrapper lineage is not ingredient proof. Ingredient claims require readable panel OCR, corrected transcription, reviewer attribution, and manual verification.",source_review; photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,collection_index_review_then_item_page_capture,"Review the collection index for item-level wrapper pages by decade; capture only item-level pages or images, not the collection index as a label.",collection_index_to_item_page_hunt,cwa_capture_snickers_bar_93cbad5c91;snickers_bar:cwa_capture_snickers_bar_93cbad5c91;https://www.candywrapperarchive.com/candy-collection/snickers/,rights_review_needed,"source receipt, source-review status, hashes, candidate OCR status; no public image reuse unless rights are clear",1,0,cwa_snickers_bar_3a5b272b95,collection_page_existing_lead,4,"site:candywrapperarchive.com/candy-collection ""Snickers Bar"";site:candywrapperarchive.com/candy-collector ""Snickers Bar"" wrapper;site:candywrapperarchive.com ""Snickers Bar"" ""Candy Wrapper Archive"""
confection-wrapper-capture-v1,twix_bar,Twix Bar,,candy,confection_wrapper_priority,1980s_or_earlier;1990s;earliest_verified_label;2000s,cwa_twix_bar_af7683d09d,cwa_capture_twix_bar_466db4696f,collection_page_existing_lead,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/twix/,Twix Candy Wrapper Archive collection page,Candy Wrapper Archive,collection_index_to_item_page_triage,high,source_page_capture_needed,source_page_capture_needed,"Open the collection page, choose item-level wrapper records by decade, then create source-attributable capture rows for those item pages.",156,"Wrapper lineage is not ingredient proof. Ingredient claims require readable panel OCR, corrected transcription, reviewer attribution, and manual verification.",source_review; photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,collection_index_review_then_item_page_capture,"Review the collection index for item-level wrapper pages by decade; capture only item-level pages or images, not the collection index as a label.",collection_index_to_item_page_hunt,cwa_capture_twix_bar_466db4696f;twix_bar:cwa_capture_twix_bar_466db4696f;https://www.candywrapperarchive.com/candy-collection/twix/,rights_review_needed,"source receipt, source-review status, hashes, candidate OCR status; no public image reuse unless rights are clear",1,0,cwa_twix_bar_af7683d09d,collection_page_existing_lead,4,"site:candywrapperarchive.com/candy-collection ""Twix Bar"";site:candywrapperarchive.com/candy-collector ""Twix Bar"" wrapper;site:candywrapperarchive.com ""Twix Bar"" ""Candy Wrapper Archive"""
confection-wrapper-capture-v1,tootsie_roll,Tootsie Roll,,candy,confection_wrapper_priority,1980s_or_earlier;earliest_verified_label,cwa_tootsie_roll_38029af7c2,cwa_capture_tootsie_roll_b225c9d1ee,item_page_review,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1960s-tootsie-roll-2/,1960s Tootsie Roll candy wrapper - Candy Wrapper Archive,Candy Wrapper Archive,item_page_screenshot_panel_triage,high,source_page_capture_needed,source_page_capture_needed,"Open the item page, capture a private screenshot/crop, classify photo role and panel readability, then fill the private image-map path only if a useful crop exists.",139,"Wrapper lineage is not ingredient proof. Ingredient claims require readable panel OCR, corrected transcription, reviewer attribution, and manual verification.",source_review; photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,source_page_screenshot_then_panel_triage,"Capture a private source-page screenshot, then crop wrapper front/back/side panels separately; route to OCR only if ingredient or nutrition text is readable.",package_identity_then_panel_hunt,cwa_capture_tootsie_roll_b225c9d1ee;tootsie_roll:cwa_capture_tootsie_roll_b225c9d1ee;https://www.candywrapperarchive.com/candy-collector/1960s-tootsie-roll-2/,rights_review_needed,"source receipt, source-review status, hashes, candidate OCR status; no public image reuse unless rights are clear",1,0,cwa_tootsie_roll_38029af7c2,item_page_review,2,"site:candywrapperarchive.com/candy-collection ""Tootsie Roll"";site:candywrapperarchive.com/candy-collector ""Tootsie Roll"" wrapper;site:candywrapperarchive.com ""Tootsie Roll"" ""Candy Wrapper Archive"""
confection-wrapper-capture-v1,kit_kat_bar,Kit Kat Bar,,candy,confection_wrapper_priority,1980s_or_earlier;earliest_verified_label;2000s,cwa_kit_kat_bar_e6d313c911,cwa_capture_kit_kat_bar_8d46703922,collection_page_existing_lead,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/kit-kat/,Kit Kat Candy Wrapper Archive,Candy Wrapper Archive,collection_index_to_item_page_triage,high,source_page_capture_needed,source_page_capture_needed,"Open the collection page, choose item-level wrapper records by decade, then create source-attributable capture rows for those item pages.",138,"Wrapper lineage is not ingredient proof. Ingredient claims require readable panel OCR, corrected transcription, reviewer attribution, and manual verification.",source_review; photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,collection_index_review_then_item_page_capture,"Review the collection index for item-level wrapper pages by decade; capture only item-level pages or images, not the collection index as a label.",collection_index_to_item_page_hunt,cwa_capture_kit_kat_bar_8d46703922;kit_kat_bar:cwa_capture_kit_kat_bar_8d46703922;https://www.candywrapperarchive.com/candy-collection/kit-kat/,rights_review_needed,"source receipt, source-review status, hashes, candidate OCR status; no public image reuse unless rights are clear",1,0,cwa_kit_kat_bar_e6d313c911,collection_page_existing_lead,3,"site:candywrapperarchive.com/candy-collection ""Kit Kat Bar"";site:candywrapperarchive.com/candy-collector ""Kit Kat Bar"" wrapper;site:candywrapperarchive.com ""Kit Kat Bar"" ""Candy Wrapper Archive"""
confection-wrapper-capture-v1,tootsie_roll,Tootsie Roll,,candy,confection_wrapper_priority,earliest_verified_label,cwa_tootsie_roll_c3653b2d6e,cwa_capture_tootsie_roll_d200029915,item_page_review,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1940s-tootsie-roll/,Candy Wrapper Archive 1940s Tootsie Roll wrapper page,Candy Wrapper Archive,item_page_screenshot_panel_triage,high,source_page_capture_needed,source_page_capture_needed,"Open the item page, capture a private screenshot/crop, classify photo role and panel readability, then fill the private image-map path only if a useful crop exists.",136,"Wrapper lineage is not ingredient proof. Ingredient claims require readable panel OCR, corrected transcription, reviewer attribution, and manual verification.",source_review; photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,source_page_screenshot_then_panel_triage,"Capture a private source-page screenshot, then crop wrapper front/back/side panels separately; route to OCR only if ingredient or nutrition text is readable.",package_identity_then_panel_hunt,cwa_capture_tootsie_roll_d200029915;tootsie_roll:cwa_capture_tootsie_roll_d200029915;https://www.candywrapperarchive.com/candy-collector/1940s-tootsie-roll/,rights_review_needed,"source receipt, source-review status, hashes, candidate OCR status; no public image reuse unless rights are clear",1,0,cwa_tootsie_roll_c3653b2d6e,item_page_review,1,"site:candywrapperarchive.com/candy-collection ""Tootsie Roll"";site:candywrapperarchive.com/candy-collector ""Tootsie Roll"" wrapper;site:candywrapperarchive.com ""Tootsie Roll"" ""Candy Wrapper Archive"""
confection-wrapper-capture-v1,milky_way_bar,Milky Way Bar,,candy,confection_wrapper_priority,1980s_or_earlier;earliest_verified_label,cwa_milky_way_bar_3cfb33623b,cwa_capture_milky_way_bar_07951f26df,collection_page_existing_lead,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/milky-way/,Milky Way Candy Wrapper Archive,Candy Wrapper Archive,collection_index_to_item_page_triage,high,source_page_capture_needed,source_page_capture_needed,"Open the collection page, choose item-level wrapper records by decade, then create source-attributable capture rows for those item pages.",135,"Wrapper lineage is not ingredient proof. Ingredient claims require readable panel OCR, corrected transcription, reviewer attribution, and manual verification.",source_review; photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,collection_index_review_then_item_page_capture,"Review the collection index for item-level wrapper pages by decade; capture only item-level pages or images, not the collection index as a label.",collection_index_to_item_page_hunt,cwa_capture_milky_way_bar_07951f26df;milky_way_bar:cwa_capture_milky_way_bar_07951f26df;https://www.candywrapperarchive.com/candy-collection/milky-way/,rights_review_needed,"source receipt, source-review status, hashes, candidate OCR status; no public image reuse unless rights are clear",1,0,cwa_milky_way_bar_3cfb33623b,collection_page_existing_lead,2,"site:candywrapperarchive.com/candy-collection ""Milky Way Bar"";site:candywrapperarchive.com/candy-collector ""Milky Way Bar"" wrapper;site:candywrapperarchive.com ""Milky Way Bar"" ""Candy Wrapper Archive"""
confection-wrapper-capture-v1,butterfinger_bar,Butterfinger Bar,,candy,confection_wrapper_priority,archive lineage source lead,cwa_butterfinger_bar_91fb3e352e,cwa_capture_butterfinger_bar_e390ec6ece,collection_page_likely_lead,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/butterfinger/,Butterfinger Bar Candy Wrapper Archive collection lead,Candy Wrapper Archive,collection_index_to_item_page_triage,medium,source_page_capture_needed,source_page_capture_needed,"Open the collection page, choose item-level wrapper records by decade, then create source-attributable capture rows for those item pages.",95,"Wrapper lineage is not ingredient proof. Ingredient claims require readable panel OCR, corrected transcription, reviewer attribution, and manual verification.",source_review; photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,collection_index_review_then_item_page_capture,"Review the collection index for item-level wrapper pages by decade; capture only item-level pages or images, not the collection index as a label.",collection_index_to_item_page_hunt,cwa_capture_butterfinger_bar_e390ec6ece;butterfinger_bar:cwa_capture_butterfinger_bar_e390ec6ece;https://www.candywrapperarchive.com/candy-collection/butterfinger/,rights_review_needed,"source receipt, source-review status, hashes, candidate OCR status; no public image reuse unless rights are clear",1,0,cwa_butterfinger_bar_91fb3e352e,collection_page_likely_lead,0,"site:candywrapperarchive.com/candy-collection ""Butterfinger Bar"";site:candywrapperarchive.com/candy-collector ""Butterfinger Bar"" wrapper;site:candywrapperarchive.com ""Butterfinger Bar"" ""Candy Wrapper Archive"""
confection-wrapper-capture-v1,hersheys_milk_chocolate_bar,Hershey's Milk Chocolate Bar,,candy,confection_wrapper_priority,archive lineage source lead,cwa_hersheys_milk_chocolate_bar_b25653cddf,cwa_capture_hersheys_milk_chocolate_bar_1e492997e3,collection_page_likely_lead,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/hershey/,Hershey's Milk Chocolate Bar Candy Wrapper Archive collection lead,Candy Wrapper Archive,collection_index_to_item_page_triage,medium,source_page_capture_needed,source_page_capture_needed,"Open the collection page, choose item-level wrapper records by decade, then create source-attributable capture rows for those item pages.",95,"Wrapper lineage is not ingredient proof. Ingredient claims require readable panel OCR, corrected transcription, reviewer attribution, and manual verification.",source_review; photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,collection_index_review_then_item_page_capture,"Review the collection index for item-level wrapper pages by decade; capture only item-level pages or images, not the collection index as a label.",collection_index_to_item_page_hunt,cwa_capture_hersheys_milk_chocolate_bar_1e492997e3;hersheys_milk_chocolate_bar:cwa_capture_hersheys_milk_chocolate_bar_1e492997e3;https://www.candywrapperarchive.com/candy-collection/hershey/,rights_review_needed,"source receipt, source-review status, hashes, candidate OCR status; no public image reuse unless rights are clear",1,0,cwa_hersheys_milk_chocolate_bar_b25653cddf,collection_page_likely_lead,0,"site:candywrapperarchive.com/candy-collection ""Hershey's Milk Chocolate Bar"";site:candywrapperarchive.com/candy-collector ""Hershey's Milk Chocolate Bar"" wrapper;site:candywrapperarchive.com ""Hershey's Milk Chocolate Bar"" ""Candy Wrapper Archive"""
confection-wrapper-capture-v1,mms_milk_chocolate,M&M's Milk Chocolate Candies,,candy,confection_wrapper_priority,archive lineage source lead,cwa_mms_milk_chocolate_b58ca2ee14,cwa_capture_mms_milk_chocolate_3331ee0f8b,collection_page_likely_lead,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/mms/,M&M's Milk Chocolate Candies Candy Wrapper Archive collection lead,Candy Wrapper Archive,collection_index_to_item_page_triage,medium,source_page_capture_needed,source_page_capture_needed,"Open the collection page, choose item-level wrapper records by decade, then create source-attributable capture rows for those item pages.",95,"Wrapper lineage is not ingredient proof. Ingredient claims require readable panel OCR, corrected transcription, reviewer attribution, and manual verification.",source_review; photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,collection_index_review_then_item_page_capture,"Review the collection index for item-level wrapper pages by decade; capture only item-level pages or images, not the collection index as a label.",collection_index_to_item_page_hunt,cwa_capture_mms_milk_chocolate_3331ee0f8b;mms_milk_chocolate:cwa_capture_mms_milk_chocolate_3331ee0f8b;https://www.candywrapperarchive.com/candy-collection/mms/,rights_review_needed,"source receipt, source-review status, hashes, candidate OCR status; no public image reuse unless rights are clear",1,0,cwa_mms_milk_chocolate_b58ca2ee14,collection_page_likely_lead,0,"site:candywrapperarchive.com/candy-collection ""M&M's Milk Chocolate Candies"";site:candywrapperarchive.com/candy-collector ""M&M's Milk Chocolate Candies"" wrapper;site:candywrapperarchive.com ""M&M's Milk Chocolate Candies"" ""Candy Wrapper Archive"""
confection-wrapper-capture-v1,reeses_peanut_butter_cups,Reese's Peanut Butter Cups,,candy,confection_wrapper_priority,archive lineage source lead,cwa_reeses_peanut_butter_cups_c0e8fa4fab,cwa_capture_reeses_peanut_butter_cups_c3b45584fa,collection_page_likely_lead,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collection/resses/,Reese's Peanut Butter Cups Candy Wrapper Archive collection lead,Candy Wrapper Archive,collection_index_to_item_page_triage,medium,source_page_capture_needed,source_page_capture_needed,"Open the collection page, choose item-level wrapper records by decade, then create source-attributable capture rows for those item pages.",95,"Wrapper lineage is not ingredient proof. Ingredient claims require readable panel OCR, corrected transcription, reviewer attribution, and manual verification.",source_review; photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,collection_index_review_then_item_page_capture,"Review the collection index for item-level wrapper pages by decade; capture only item-level pages or images, not the collection index as a label.",collection_index_to_item_page_hunt,cwa_capture_reeses_peanut_butter_cups_c3b45584fa;reeses_peanut_butter_cups:cwa_capture_reeses_peanut_butter_cups_c3b45584fa;https://www.candywrapperarchive.com/candy-collection/resses/,rights_review_needed,"source receipt, source-review status, hashes, candidate OCR status; no public image reuse unless rights are clear",1,0,cwa_reeses_peanut_butter_cups_c0e8fa4fab,collection_page_likely_lead,0,"site:candywrapperarchive.com/candy-collection ""Reese's Peanut Butter Cups"";site:candywrapperarchive.com/candy-collector ""Reese's Peanut Butter Cups"" wrapper;site:candywrapperarchive.com ""Reese's Peanut Butter Cups"" ""Candy Wrapper Archive"""
confection-wrapper-capture-v1,skittles_original,Skittles Original,,candy,confection_wrapper_priority,archive lineage source lead,cwa_skittles_original_1d167edba7,cwa_capture_skittles_original_4270c4207c,targeted_archive_search,www.candywrapperarchive.com,,Skittles Original Candy Wrapper Archive targeted search,Candy Wrapper Archive,source_hunt_before_capture,low,source_discovery_needed,source_discovery_needed,"Run the constrained Candy Wrapper Archive search queries, attach the strongest source URL, then rebuild this handoff.",70,"Wrapper lineage is not ingredient proof. Ingredient claims require readable panel OCR, corrected transcription, reviewer attribution, and manual verification.",source_review; photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,source_hunt,Find a Candy Wrapper Archive item or collection page with source-attributable wrapper photos before any capture.,source_discovery,cwa_capture_skittles_original_4270c4207c;skittles_original:cwa_capture_skittles_original_4270c4207c,rights_review_needed,"source receipt, source-review status, hashes, candidate OCR status; no public image reuse unless rights are clear",1,0,cwa_skittles_original_1d167edba7,targeted_archive_search,0,"site:candywrapperarchive.com/candy-collection ""Skittles Original"";site:candywrapperarchive.com/candy-collector ""Skittles Original"" wrapper;site:candywrapperarchive.com ""Skittles Original"" ""Candy Wrapper Archive"""
confection-wrapper-capture-v1,starburst_original,Starburst Original,,candy,confection_wrapper_priority,archive lineage source lead,cwa_starburst_original_992ba7da0e,cwa_capture_starburst_original_57b7d936d3,targeted_archive_search,www.candywrapperarchive.com,,Starburst Original Candy Wrapper Archive targeted search,Candy Wrapper Archive,source_hunt_before_capture,low,source_discovery_needed,source_discovery_needed,"Run the constrained Candy Wrapper Archive search queries, attach the strongest source URL, then rebuild this handoff.",70,"Wrapper lineage is not ingredient proof. Ingredient claims require readable panel OCR, corrected transcription, reviewer attribution, and manual verification.",source_review; photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,source_hunt,Find a Candy Wrapper Archive item or collection page with source-attributable wrapper photos before any capture.,source_discovery,cwa_capture_starburst_original_57b7d936d3;starburst_original:cwa_capture_starburst_original_57b7d936d3,rights_review_needed,"source receipt, source-review status, hashes, candidate OCR status; no public image reuse unless rights are clear",1,0,cwa_starburst_original_992ba7da0e,targeted_archive_search,0,"site:candywrapperarchive.com/candy-collection ""Starburst Original"";site:candywrapperarchive.com/candy-collector ""Starburst Original"" wrapper;site:candywrapperarchive.com ""Starburst Original"" ""Candy Wrapper Archive"""
confection-wrapper-capture-v1,twizzlers_strawberry,Twizzlers Strawberry Twists,,candy,confection_wrapper_priority,archive lineage source lead,cwa_twizzlers_strawberry_088bc0d750,cwa_capture_twizzlers_strawberry_c7b7f683cd,targeted_archive_search,www.candywrapperarchive.com,,Twizzlers Strawberry Twists Candy Wrapper Archive targeted search,Candy Wrapper Archive,source_hunt_before_capture,low,source_discovery_needed,source_discovery_needed,"Run the constrained Candy Wrapper Archive search queries, attach the strongest source URL, then rebuild this handoff.",70,"Wrapper lineage is not ingredient proof. Ingredient claims require readable panel OCR, corrected transcription, reviewer attribution, and manual verification.",source_review; photo_role; panel_readability; private_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,,,,,source_hunt,Find a Candy Wrapper Archive item or collection page with source-attributable wrapper photos before any capture.,source_discovery,cwa_capture_twizzlers_strawberry_c7b7f683cd;twizzlers_strawberry:cwa_capture_twizzlers_strawberry_c7b7f683cd,rights_review_needed,"source receipt, source-review status, hashes, candidate OCR status; no public image reuse unless rights are clear",1,0,cwa_twizzlers_strawberry_088bc0d750,targeted_archive_search,0,"site:candywrapperarchive.com/candy-collection ""Twizzlers Strawberry Twists"";site:candywrapperarchive.com/candy-collector ""Twizzlers Strawberry Twists"" wrapper;site:candywrapperarchive.com ""Twizzlers Strawberry Twists"" ""Candy Wrapper Archive"""
