product_id,product_name,vintage_label,evidence_id,source_domain,source_type,source_url,ocr_priority,ocr_gap_category,capture_status,processed_status,ocr_status,ocr_line_count,model_route,model_status,review_status,recommended_next_action,missing_fields,candidate_only,manual_verified
cheerios_original,Cheerios Original,Earliest bounded chapter,cheerios_original_evidence_1,flickr.com,panel_source_candidate,https://www.flickr.com/photos/25692985%40N07/3523833856,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
coca_cola_classic,Coca-Cola Classic,Earliest bounded chapter,coca_cola_classic_evidence_1,flickr.com,panel_source_candidate,https://www.flickr.com/photos/studioz7/29453244726,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,1993 label candidate,flickr_oreo_1993,flickr.com,panel_source_candidate,https://www.flickr.com/photos/jasonliebigstuff/6823914204,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
campbells_tomato_soup,Campbell's Condensed Tomato Soup,Current anchor,campbells_tomato_soup_evidence_7,campbells.com,panel_source_candidate,https://www.campbells.com/products/condensed/tomato-soup/,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
cheerios_original,Cheerios Original,Current anchor,cheerios_original_evidence_8,cheerios.com,panel_source_candidate,https://www.cheerios.com/products/original-cheerios,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
coca_cola_classic,Coca-Cola Classic,Current anchor,coca_cola_classic_evidence_6,coca-cola.com,panel_source_candidate,https://www.coca-cola.com/us/en/brands/coca-cola/products/original?redirect=true,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
doritos_nacho_cheese,Doritos Nacho Cheese,Current anchor,doritos_nacho_cheese_evidence_7,heb.com,panel_source_candidate,https://www.heb.com/product-detail/doritos-nacho-cheese-flavored-tortilla-chips/1530760,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
heinz_tomato_ketchup,Heinz Tomato Ketchup,Current anchor,heinz_tomato_ketchup_evidence_6,walmart.com,panel_source_candidate,https://www.walmart.com/ip/20971263,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
kraft_macaroni_and_cheese_original,Kraft Macaroni & Cheese Original,Current anchor,kraft_macaroni_and_cheese_original_evidence_8,walmart.com,panel_source_candidate,https://www.walmart.com/ip/1178903502,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
mcdonalds_big_mac,McDonald's Big Mac,Earliest bounded chapter,mcdonalds_big_mac_evidence_1,grist.org,panel_source_candidate,https://grist.org/wp-content/uploads/2010/07/nutritionfacts.pdf,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
mcdonalds_big_mac,McDonald's Big Mac,Current anchor,mcdonalds_big_mac_evidence_5,mcdonalds.com,panel_source_candidate,https://www.mcdonalds.com/us/es-us/product/big-mac.html,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,Earliest bounded chapter,mcdonalds_chicken_mcnuggets_evidence_2,grist.org,panel_source_candidate,https://grist.org/wp-content/uploads/2010/07/nutritionfacts.pdf,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,Current anchor,mcdonalds_chicken_mcnuggets_evidence_7,mcdonalds.com,panel_source_candidate,https://www.mcdonalds.com/us/en-us/product/chicken-mcnuggets-4-piece.html,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,Current SKU anchor,smartlabel_oreo_143,smartlabel.mondelez.info,panel_source_candidate,https://smartlabel.mondelez.info/00044000033262-0001-en-US/index.html,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,Current anchor,poptarts_frosted_strawberry_evidence_7,smartlabel.kelloggs.com,panel_source_candidate,https://smartlabel.kelloggs.com/Product/Index/038000317316,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
campbells_tomato_soup,Campbell's Condensed Tomato Soup,1980s or earlier,campbells_tomato_soup_evidence_5,ingredientinspector.org,panel_source_candidate,https://www.ingredientinspector.org/home/campbells-tomato-soup-ingredients,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
cheerios_original,Cheerios Original,1980s or earlier,cheerios_original_evidence_1,flickr.com,panel_source_candidate,https://www.flickr.com/photos/25692985%40N07/3523833856,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
coca_cola_classic,Coca-Cola Classic,1980s or earlier,coca_cola_classic_evidence_1,flickr.com,panel_source_candidate,https://www.flickr.com/photos/studioz7/29453244726,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,1950s-1960s package lead,flickr_oreo_1960s,flickr.com,panel_source_candidate,https://www.flickr.com/photos/jasonliebigstuff/4635007453,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
doritos_nacho_cheese,Doritos Nacho Cheese,2010s bridge,doritos_nacho_cheese_evidence_7,heb.com,panel_source_candidate,https://www.heb.com/product-detail/doritos-nacho-cheese-flavored-tortilla-chips/1530760,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
mcdonalds_big_mac,McDonald's Big Mac,2000s bridge,mcdonalds_big_mac_evidence_4,canceredinstitute.org,panel_source_candidate,https://www.canceredinstitute.org/uploads/2/3/8/8/23883109/mcdonalds_ingredientslist.pdf,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
mcdonalds_big_mac,McDonald's Big Mac,2010s bridge,mcdonalds_big_mac_evidence_4,canceredinstitute.org,panel_source_candidate,https://www.canceredinstitute.org/uploads/2/3/8/8/23883109/mcdonalds_ingredientslist.pdf,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,2000s bridge,mcdonalds_chicken_mcnuggets_evidence_4,s3.amazonaws.com,panel_source_candidate,https://s3.amazonaws.com/saveoneverything_assets/pdfs/1376490717-mcdonalds-ingredientslist.pdf,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
mcdonalds_chicken_mcnuggets,McDonald's Chicken McNuggets,2010s bridge,mcdonalds_chicken_mcnuggets_evidence_4,s3.amazonaws.com,panel_source_candidate,https://s3.amazonaws.com/saveoneverything_assets/pdfs/1376490717-mcdonalds-ingredientslist.pdf,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
oreo_original_chocolate_sandwich_cookies,Oreo Original Chocolate Sandwich Cookies,2010s label bridge,ewg_oreo_winter_2010,ewg.org,panel_source_candidate,https://www.ewg.org/foodscores/products/044000081034-OreoChocolateSandwichCookiesOriginalWinter/,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
poptarts_frosted_strawberry,Pop-Tarts Frosted Strawberry,2010s bridge,poptarts_frosted_strawberry_evidence_6,foodrepo.org,panel_source_candidate,https://www.foodrepo.org/en/products/47947,high,panel_capture_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,"Capture a private crop of the ingredient/nutrition/document panel, run native OCR, and batch-review the candidate text.",private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
campbells_tomato_soup,Campbell's Condensed Tomato Soup,Earliest bounded chapter,campbells_tomato_soup_evidence_0,flickr.com,secondary_context_only,https://www.flickr.com/photos/pennstate_harrisburg_archives/29079862112/in/album-72157719415160219/,high,readable_panel_photo_needed,source_page_capture_blocked_no_network,not_ready_for_ocr,ocr_skipped_no_image,0,spark_packet,packet_ready,needs_source_review,Use the listed product/source receipt for identity only; search or capture a readable ingredient/nutrition panel before OCR.,private_panel_crop_path; ocr_lines; corrected_text; reviewer; manual_verified,1,0
