run_id,task_id,task_rank,task_priority_score,audit_status,evidence_id,product_id,product_name,vintage_label,source_domain,source_url,source_title,source_type,ocr_gap_category,ocr_priority,capture_strategy,crop_target,ocr_expected_surface,image_map_keys,key_count,private_template_fields_to_fill,rights_review_status,publication_image_policy,recommended_next_action,done_when,candidate_only,manual_verified
confection-wrapper-item-panel-v1,capture_c74332b2f3b93d,1,144,no_private_path_supplied,cwa_item_triage_kit_kat_bar_048074b72f,kit_kat_bar,Kit Kat Bar,2002,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2002-kit-kat/,2002 Kit Kat,collection_item_candidate,source_page_capture_needed,high,item_page_screenshot_then_panel_triage,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",package_identity_then_panel_hunt,cwa_item_triage_kit_kat_bar_048074b72f;kit_kat_bar:cwa_item_triage_kit_kat_bar_048074b72f;https://www.candywrapperarchive.com/candy-collector/2002-kit-kat/,3,local_private_image_path or processed_private_image_path,rights_review_needed,source_link_only_no_public_image,"Open source, capture a private panel crop, then fill the private template path.","A private crop path exists, audit_status becomes ready_for_capture, then native OCR can run.",1,0
confection-wrapper-item-panel-v1,capture_38add86bba751c,2,144,no_private_path_supplied,cwa_item_triage_kit_kat_bar_2a96c86c14,kit_kat_bar,Kit Kat Bar,1970s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1970s-kit-kat/,1970s Kit Kat,collection_item_candidate,source_page_capture_needed,high,item_page_screenshot_then_panel_triage,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",package_identity_then_panel_hunt,cwa_item_triage_kit_kat_bar_2a96c86c14;kit_kat_bar:cwa_item_triage_kit_kat_bar_2a96c86c14;https://www.candywrapperarchive.com/candy-collector/1970s-kit-kat/,3,local_private_image_path or processed_private_image_path,rights_review_needed,source_link_only_no_public_image,"Open source, capture a private panel crop, then fill the private template path.","A private crop path exists, audit_status becomes ready_for_capture, then native OCR can run.",1,0
confection-wrapper-item-panel-v1,capture_65e6c12a431ee9,3,144,no_private_path_supplied,cwa_item_triage_kit_kat_bar_7d8d5f75c1,kit_kat_bar,Kit Kat Bar,2007,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2007-kit-kat/,2007 Kit Kat,collection_item_candidate,source_page_capture_needed,high,item_page_screenshot_then_panel_triage,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",package_identity_then_panel_hunt,cwa_item_triage_kit_kat_bar_7d8d5f75c1;kit_kat_bar:cwa_item_triage_kit_kat_bar_7d8d5f75c1;https://www.candywrapperarchive.com/candy-collector/2007-kit-kat/,3,local_private_image_path or processed_private_image_path,rights_review_needed,source_link_only_no_public_image,"Open source, capture a private panel crop, then fill the private template path.","A private crop path exists, audit_status becomes ready_for_capture, then native OCR can run.",1,0
confection-wrapper-item-panel-v1,capture_c642b5e45ef4da,4,144,no_private_path_supplied,cwa_item_triage_kit_kat_bar_b6403000eb,kit_kat_bar,Kit Kat Bar,2000,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2000-kit-kat/,2000 Kit Kat,collection_item_candidate,source_page_capture_needed,high,item_page_screenshot_then_panel_triage,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",package_identity_then_panel_hunt,cwa_item_triage_kit_kat_bar_b6403000eb;kit_kat_bar:cwa_item_triage_kit_kat_bar_b6403000eb;https://www.candywrapperarchive.com/candy-collector/2000-kit-kat/,3,local_private_image_path or processed_private_image_path,rights_review_needed,source_link_only_no_public_image,"Open source, capture a private panel crop, then fill the private template path.","A private crop path exists, audit_status becomes ready_for_capture, then native OCR can run.",1,0
confection-wrapper-item-panel-v1,capture_65627b3d8ecafb,5,144,no_private_path_supplied,cwa_item_triage_kit_kat_bar_c130111192,kit_kat_bar,Kit Kat Bar,2006,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/2006-kit-kat/,2006 Kit Kat,collection_item_candidate,source_page_capture_needed,high,item_page_screenshot_then_panel_triage,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",package_identity_then_panel_hunt,cwa_item_triage_kit_kat_bar_c130111192;kit_kat_bar:cwa_item_triage_kit_kat_bar_c130111192;https://www.candywrapperarchive.com/candy-collector/2006-kit-kat/,3,local_private_image_path or processed_private_image_path,rights_review_needed,source_link_only_no_public_image,"Open source, capture a private panel crop, then fill the private template path.","A private crop path exists, audit_status becomes ready_for_capture, then native OCR can run.",1,0
confection-wrapper-item-panel-v1,capture_cca74a2ddda27a,6,144,no_private_path_supplied,cwa_item_triage_kit_kat_bar_cc86c0713b,kit_kat_bar,Kit Kat Bar,1960s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1960s-kit-kat/,1960s Kit Kat,collection_item_candidate,source_page_capture_needed,high,item_page_screenshot_then_panel_triage,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",package_identity_then_panel_hunt,cwa_item_triage_kit_kat_bar_cc86c0713b;kit_kat_bar:cwa_item_triage_kit_kat_bar_cc86c0713b;https://www.candywrapperarchive.com/candy-collector/1960s-kit-kat/,3,local_private_image_path or processed_private_image_path,rights_review_needed,source_link_only_no_public_image,"Open source, capture a private panel crop, then fill the private template path.","A private crop path exists, audit_status becomes ready_for_capture, then native OCR can run.",1,0
confection-wrapper-item-panel-v1,capture_185b856da719c8,7,144,no_private_path_supplied,cwa_item_triage_milky_way_bar_522c99a44a,milky_way_bar,Milky Way Bar,1950s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1950s-milky-way-2/,1950s Milky Way,collection_item_candidate,source_page_capture_needed,high,item_page_screenshot_then_panel_triage,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",package_identity_then_panel_hunt,cwa_item_triage_milky_way_bar_522c99a44a;milky_way_bar:cwa_item_triage_milky_way_bar_522c99a44a;https://www.candywrapperarchive.com/candy-collector/1950s-milky-way-2/,3,local_private_image_path or processed_private_image_path,rights_review_needed,source_link_only_no_public_image,"Open source, capture a private panel crop, then fill the private template path.","A private crop path exists, audit_status becomes ready_for_capture, then native OCR can run.",1,0
confection-wrapper-item-panel-v1,capture_0ca309a96fce90,8,144,no_private_path_supplied,cwa_item_triage_milky_way_bar_5b9a6ac660,milky_way_bar,Milky Way Bar,1939,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1939-milky-way/,1939 Milky Way,collection_item_candidate,source_page_capture_needed,high,item_page_screenshot_then_panel_triage,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",package_identity_then_panel_hunt,cwa_item_triage_milky_way_bar_5b9a6ac660;milky_way_bar:cwa_item_triage_milky_way_bar_5b9a6ac660;https://www.candywrapperarchive.com/candy-collector/1939-milky-way/,3,local_private_image_path or processed_private_image_path,rights_review_needed,source_link_only_no_public_image,"Open source, capture a private panel crop, then fill the private template path.","A private crop path exists, audit_status becomes ready_for_capture, then native OCR can run.",1,0
confection-wrapper-item-panel-v1,capture_153a17559d5431,9,144,no_private_path_supplied,cwa_item_triage_milky_way_bar_95738b0020,milky_way_bar,Milky Way Bar,1940s,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1940s-milky-way/,1940s Milky Way,collection_item_candidate,source_page_capture_needed,high,item_page_screenshot_then_panel_triage,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",package_identity_then_panel_hunt,cwa_item_triage_milky_way_bar_95738b0020;milky_way_bar:cwa_item_triage_milky_way_bar_95738b0020;https://www.candywrapperarchive.com/candy-collector/1940s-milky-way/,3,local_private_image_path or processed_private_image_path,rights_review_needed,source_link_only_no_public_image,"Open source, capture a private panel crop, then fill the private template path.","A private crop path exists, audit_status becomes ready_for_capture, then native OCR can run.",1,0
confection-wrapper-item-panel-v1,capture_d9df42963905f1,10,144,no_private_path_supplied,cwa_item_triage_milky_way_bar_e949e52021,milky_way_bar,Milky Way Bar,1958,www.candywrapperarchive.com,https://www.candywrapperarchive.com/candy-collector/1958-milky-way/,1958 Milky Way,collection_item_candidate,source_page_capture_needed,high,item_page_screenshot_then_panel_triage,"Capture item page and wrapper image privately; crop visible wrapper surfaces and classify front, back, side, net weight, maker, date cue, ingredient panel, and nutrition panel visibility.",package_identity_then_panel_hunt,cwa_item_triage_milky_way_bar_e949e52021;milky_way_bar:cwa_item_triage_milky_way_bar_e949e52021;https://www.candywrapperarchive.com/candy-collector/1958-milky-way/,3,local_private_image_path or processed_private_image_path,rights_review_needed,source_link_only_no_public_image,"Open source, capture a private panel crop, then fill the private template path.","A private crop path exists, audit_status becomes ready_for_capture, then native OCR can run.",1,0
